method,sample_group_id,spatial_block,forest_class,target_year,horizon_seasons,mae,mape_percent,psnr_db,sam_degrees,pixels
seasonal_median,2088,1211_265,conifer,2025,1,0.0042747878469526,7.034317493438721,42.01987877910662,2.3512415885925293,128
seasonal_median,2089,1211_265,conifer,2025,2,0.0041068443097174,6.619855880737305,41.79444573185642,2.0814778804779053,128
seasonal_median,2090,1211_265,conifer,2025,4,0.0039899051189422,6.268612384796143,42.13922242968734,2.1001439094543457,128
seasonal_median,2091,1211_265,conifer,2025,1,0.0054681501351296,9.672603607177734,41.5309161876142,2.311304807662964,128
seasonal_median,2092,1211_265,conifer,2025,2,0.0053535103797912,9.75293254852295,42.36210896517364,2.2833051681518555,128
seasonal_median,2093,1211_265,conifer,2025,4,0.0052710175514221,9.156501770019531,42.077788239288566,2.143129587173462,128
seasonal_median,2094,1211_265,conifer,2025,1,0.0086693866178393,17.237693786621094,39.055867676765445,3.430607795715332,128
seasonal_median,2095,1211_265,conifer,2025,2,0.0096166534349322,18.97055053710937,38.20654180507023,3.890836715698242,128
seasonal_median,2096,1211_265,conifer,2025,4,0.0098396940156817,19.49664878845215,38.35909474493664,3.680511713027954,128
seasonal_median,2097,1211_265,conifer,2025,1,0.0070590176619589,12.00809097290039,39.62209161270101,2.344252109527588,128
seasonal_median,2098,1211_265,conifer,2025,2,0.0075377621687948,12.398011207580566,38.84148346086028,2.220488786697388,128
seasonal_median,2099,1211_265,conifer,2025,4,0.0077742435969412,13.072502136230469,38.75515458390738,2.4772496223449707,128
seasonal_median,2160,1208_258,conifer,2024,1,0.0100219370797276,18.565126419067383,34.2218884100145,4.080728054046631,128
seasonal_median,2161,1208_258,conifer,2024,2,0.0104052862152457,17.995031356811523,33.74548563147237,4.162324905395508,128
seasonal_median,2162,1208_258,conifer,2024,4,0.0106073729693889,19.061811447143555,33.83262417296048,4.099178314208984,128
seasonal_median,2163,1208_258,conifer,2024,1,0.0122753782197833,13.161657333374023,34.185255087640854,3.3246469497680664,128
seasonal_median,2164,1208_258,conifer,2024,2,0.0115339858457446,12.643621444702148,35.02195007352681,3.088437795639038,128
seasonal_median,2165,1208_258,conifer,2024,4,0.009719043970108,11.555489540100098,37.11788452410996,3.135242223739624,128
seasonal_median,2166,1208_258,conifer,2024,1,0.0099749760702252,10.733098983764648,35.76312894514252,2.605267286300659,128
seasonal_median,2167,1208_258,conifer,2024,2,0.0093529028818011,10.53997039794922,36.39641941155206,2.37050461769104,128
seasonal_median,2168,1208_258,conifer,2024,4,0.00898078083992,9.593866348266602,37.11083710686138,2.1806352138519287,128
seasonal_median,2169,1208_258,conifer,2024,1,0.0123892230913043,14.123080253601074,33.33679828410013,2.975082397460937,128
seasonal_median,2170,1208_258,conifer,2024,2,0.0157870259135961,15.961514472961426,30.094429327705964,3.1018548011779785,128
seasonal_median,2171,1208_258,conifer,2024,4,0.0158444289118051,15.462339401245115,30.3273993505525,2.966822385787964,128
seasonal_median,2172,1208_258,conifer,2025,1,0.0079190582036972,19.54902458190918,37.27047434728688,5.584199905395508,128
seasonal_median,2173,1208_258,conifer,2025,2,0.0106075825169682,26.014461517333984,34.73213292920729,6.080630302429199,128
seasonal_median,2174,1208_258,conifer,2025,4,0.0085923485457897,20.75223922729492,36.66932603296034,5.854399681091309,128
seasonal_median,2175,1208_258,conifer,2025,1,0.0090146856382489,10.43601417541504,36.76508300556975,2.263499021530152,128
seasonal_median,2176,1208_258,conifer,2025,2,0.0087686674669384,10.05161952972412,36.80286774767701,2.3146812915802,128
seasonal_median,2177,1208_258,conifer,2025,4,0.0081342561170458,9.967554092407228,38.03225771402887,2.1026902198791504,128
seasonal_median,2178,1208_258,conifer,2025,1,0.0077107748948037,7.63157320022583,37.20942963974817,1.9767987728118896,128
seasonal_median,2179,1208_258,conifer,2025,2,0.0079361302778124,7.978296279907227,37.75155408426639,2.1761839389801025,128
seasonal_median,2180,1208_258,conifer,2025,4,0.0083915991708636,8.442602157592773,37.60244751454931,2.155620813369751,128
seasonal_median,2181,1208_258,conifer,2025,1,0.0090638548135757,11.298576354980469,35.63218169849539,2.769522428512573,128
seasonal_median,2182,1208_258,conifer,2025,2,0.009920410811901,10.98707389831543,34.82344626109884,2.6074466705322266,128
seasonal_median,2183,1208_258,conifer,2025,4,0.0105536980554461,12.579153060913086,34.862295019029844,2.752244710922241,128
seasonal_median,2244,1212_263,conifer,2024,1,0.0113620357587933,13.97127914428711,33.99848544020534,4.355648040771484,128
seasonal_median,2245,1212_263,conifer,2024,2,0.0110162002965807,13.40054702758789,34.8282821603241,4.58342170715332,128
seasonal_median,2246,1212_263,conifer,2024,4,0.0106165809556841,14.132274627685549,35.49233849145362,4.357610702514648,128
seasonal_median,2247,1212_263,conifer,2024,1,0.0121048688888549,12.268986701965332,34.823547891616535,6.551141262054443,128
seasonal_median,2248,1212_263,conifer,2024,2,0.0122363464906811,12.692317008972168,34.544386302799666,6.738712787628174,128
seasonal_median,2249,1212_263,conifer,2024,4,0.0116585688665509,12.095514297485352,35.27410460304878,6.441295146942139,128
seasonal_median,2250,1212_263,conifer,2024,1,0.0095794694498181,12.32730484008789,36.250945695666815,3.4830963611602783,128
seasonal_median,2251,1212_263,conifer,2024,2,0.0094331307336688,12.23863410949707,36.81846971774506,3.806018590927124,128
seasonal_median,2252,1212_263,conifer,2024,4,0.0102748274803161,12.969368934631348,35.31664987414401,4.066370010375977,128
