stratum,horizon_seasons,method,groups,windows,spatial_blocks,mae,mape_percent,psnr_db,sam_degrees
class:bamboo,4,validation_selected_transformer,128,16,16,0.0130275316987535,12.205896265804768,33.851118182481855,3.3681306168437004
year:2024,all,forest_conditioned_gru,576,48,43,0.0133620903224153,13.052396215498447,34.17777798910001,3.596546904080444
year:2024,all,forest_conditioned_ssm,576,48,43,0.0134189215281771,13.085142880678177,34.06812249296741,3.571531167253852
year:2024,all,gru_h16,576,48,43,0.0136965525258953,13.344973906046814,33.847780053639,3.646374135795567
year:2024,all,gru_h8,576,48,43,0.0134015573332564,13.022861308521694,34.12606998947898,3.618647487420175
year:2024,all,last_observation,576,48,43,0.0244736022844638,26.58781673759222,29.61118813673413,5.813466560923391
year:2024,all,presto_frozen,576,48,43,0.0136731845292767,13.424033744467629,33.87148752347697,3.651014113384816
year:2024,all,seasonal_median,576,48,43,0.0138427103479949,13.672271771563423,33.75418076728214,3.71945400763717
year:2024,all,shared_residual_ssm,576,48,43,0.0135006117108989,13.086375137997996,33.97960102396755,3.6039075673454337
year:2024,all,transformer_h16,576,48,43,0.0136840451119092,13.39926070637173,33.85708730665252,3.649127142917779
year:2024,all,transformer_h8,576,48,43,0.0135132214296997,13.14299057672421,33.99602097062003,3.6579657118353577
year:2024,all,validation_selected_gru,576,48,43,0.0134015573332564,13.022861308521694,34.12606998947898,3.618647487420175
year:2024,all,validation_selected_physical,576,48,43,0.013883247718493,14.3391340598464,33.81284878523648,3.737348452624348
year:2024,all,validation_selected_transformer,576,48,43,0.0135132214296997,13.14299057672421,33.99602097062003,3.6579657118353577
year:2024,1,forest_conditioned_gru,192,48,43,0.0132433796752593,12.956833379964031,34.26668525123092,3.552275227382779
year:2024,1,forest_conditioned_ssm,192,48,43,0.0134381953830597,13.14036471148332,34.09188279933798,3.5776651141544185
year:2024,1,gru_h16,192,48,43,0.0137414346584895,13.441446803510187,33.86122473429719,3.667471477140983
year:2024,1,gru_h8,192,48,43,0.0133004373007376,12.955894884963833,34.2074596774495,3.5827499696364007
year:2024,1,last_observation,192,48,43,0.0250885161804035,27.40337346494198,29.12923412273747,6.155146058027943
year:2024,1,presto_frozen,192,48,43,0.0137366117972608,13.537623127301536,33.87796482043859,3.676967525233825
year:2024,1,seasonal_median,192,48,43,0.0139158306022485,13.788674640158812,33.754808252146304,3.7494113569458327
year:2024,1,shared_residual_ssm,192,48,43,0.013526688744605,13.16283127417167,34.00579666967196,3.616466692338387
year:2024,1,transformer_h16,192,48,43,0.0137490423464138,13.512288932998976,33.861252231761625,3.6757124215364456
year:2024,1,transformer_h8,192,48,43,0.0135017261345637,13.206357384721436,34.043274559715655,3.6561910721162953
year:2024,1,validation_selected_gru,192,48,43,0.0133004373007376,12.955894884963833,34.2074596774495,3.5827499696364007
year:2024,1,validation_selected_physical,192,48,43,0.0139355384477918,14.381537030140558,33.80743071714044,3.75787022523582
year:2024,1,validation_selected_transformer,192,48,43,0.0135017261345637,13.206357384721436,34.043274559715655,3.6561910721162953
year:2024,2,forest_conditioned_gru,192,48,43,0.013138736639424,12.865506132443748,34.315297160428514,3.5177305887142816
year:2024,2,forest_conditioned_ssm,192,48,43,0.0132736439700238,12.968497393031916,34.15442619054382,3.530623134225607
year:2024,2,gru_h16,192,48,43,0.0135780230387657,13.248906257251898,33.9079408682489,3.6100906686236462
