candidate,baseline,stratum,horizon_seasons,groups,windows,spatial_blocks,mae_gain,mae_ci_low,mae_ci_high,mae_win_fraction,mape_gain,mape_ci_low,mape_ci_high,mape_win_fraction,psnr_gain,psnr_ci_low,psnr_ci_high,psnr_win_fraction,sam_gain,sam_ci_low,sam_ci_high,sam_win_fraction
forest_conditioned_gru,validation_selected_physical,broadleaf,4,128,16,15,0.0003742196092692,0.0001236787938978,0.0006200158062468,0.5625,0.8245227177937825,0.5125303319096566,1.228663173615932,0.5859375,0.2245504027733329,0.0691126660656681,0.3785446668089027,0.5546875,0.1577176471551259,0.0507126521567503,0.2586041921873886,0.5390625
forest_conditioned_gru,validation_selected_physical,conifer,4,128,16,15,0.0008412621527289,0.0001376054172578,0.0017359469923151,0.5625,3.243236553668976,1.3558835954467456,5.535795629719889,0.609375,0.3556796181664264,-0.0748186180857123,0.8132954612059544,0.6015625,0.1357277169823646,-0.122299842176338,0.4217101650188366,0.4453125
forest_conditioned_gru,validation_selected_physical,bamboo,4,128,16,16,0.0007820800528861,0.0004519765206168,0.0010824424064594,0.6640625,1.52084444090724,1.0126647998578846,2.0252592647448178,0.6328125,0.4772359976100715,0.3199206534892818,0.6259399360629041,0.6875,0.2419478883966803,0.1297144695185124,0.3520762325730174,0.625
forest_conditioned_gru,shared_residual_ssm,overall,1,384,48,43,0.000410457524785,0.0002777938266537,0.0005383832281019,0.7369791666666666,0.2074003316635309,-0.0046655415449031,0.3994083800114864,0.6223958333333334,0.413220637199078,0.320935768522589,0.5048260476413012,0.7708333333333334,0.0830674954625063,0.0440430551550762,0.1201447120456154,0.6380208333333334
forest_conditioned_gru,shared_residual_ssm,broadleaf,1,128,16,15,0.0006651168533911,0.0004634553108674,0.0008527178364844,0.8046875,0.2607201913992564,0.0095144994060198,0.4542881332337855,0.65625,0.5859206260592328,0.442865160232064,0.712663937703907,0.8359375,0.1503598198294639,0.0979735754678646,0.2031147860611477,0.6953125
forest_conditioned_gru,shared_residual_ssm,conifer,1,128,16,15,0.0001821369922254,-1.9733180621794115e-05,0.0003598097413002,0.671875,0.3424474934736887,0.02233213737607,0.7025451616446178,0.59375,0.2421985300118298,0.104174465288082,0.3896960377891575,0.671875,0.0100489482283592,-0.0557941984012722,0.0716728690514961,0.515625
forest_conditioned_gru,shared_residual_ssm,bamboo,1,128,16,16,0.0004254572340869,0.0002365254419601,0.0006131224106866,0.734375,0.0619111061096191,-0.3655936490744352,0.4026733016595244,0.6171875,0.4463405907717922,0.3186275775347642,0.5790392015221665,0.8046875,0.0973599450662732,0.048481267155148,0.144578825845383,0.703125
forest_conditioned_gru,shared_residual_ssm,overall,2,384,48,43,0.0003963529533668,0.0002628624904816,0.0005268276610961,0.6979166666666666,0.2042900510998659,-0.0146986762798109,0.4048846639866051,0.5911458333333334,0.4044974731169619,0.31061029425733,0.4996630156949531,0.7682291666666666,0.0854923104824021,0.0437856275415004,0.1250328457719365,0.6223958333333334
forest_conditioned_gru,shared_residual_ssm,broadleaf,2,128,16,15,0.000649102385311,0.0004353460935332,0.0008400743319846,0.75,0.263319339354833,0.0220322005450725,0.467925508966048,0.6328125,0.5624909580591448,0.403424697886493,0.7114274993797539,0.8203125,0.1762176076571146,0.1243183802564938,0.2265424538155394,0.703125
forest_conditioned_gru,shared_residual_ssm,conifer,2,128,16,15,0.0001803326624212,-1.5261809069973725e-05,0.000337885468228,0.6484375,0.396371461947759,0.0671694858372211,0.7541908256212865,0.5703125,0.2405842946197104,0.1052397750451014,0.3867618672880684,0.65625,0.0055324067672093,-0.0696360138307015,0.0773640747616687,0.515625
forest_conditioned_gru,shared_residual_ssm,bamboo,2,128,16,16,0.0003889445652021,0.0001784582809705,0.0006070432583328,0.6953125,-0.0324797704815864,-0.4941385242156684,0.3263751335442065,0.5703125,0.4343663930282561,0.3078694521277744,0.5740772105114229,0.828125,0.0824398715049028,0.0336489560548216,0.1276831703726201,0.6484375
forest_conditioned_gru,shared_residual_ssm,overall,4,384,48,43,0.0003012835276908,0.0001640211814489,0.0004388575536384,0.6067708333333334,0.3014550985291946,0.1000889286225618,0.500735856852559,0.578125,0.2891249522100393,0.1945042791931626,0.3854574773851657,0.6223958333333334,0.0528064233272574,-0.0046794154572972,0.1075102015073562,0.5338541666666666
